row,contrast,metric,n,mean_low,mean_high,delta,std_diff,se,ci95_lo,ci95_hi,t,p,cohen_d_paired
"cond cr=0.4 (r10-r1, j=10)",r10-r1,psnr_output,32,28.391446173646194,25.664156359938318,-2.7272898137078774,2.533754262247931,0.4479087051739574,-3.6408056406681677,-1.813773986747587,-6.088941300322933,9.529506806527718e-07,-1.076382920926295
"cond cr=0.4 (r10-r1, j=10)",r10-r1,psnr_hole_output,32,20.5673136786259,17.84002390584484,-2.727289772781063,2.533754353550598,0.4479087213141412,-3.6408056326594753,-1.8137739129026507,-6.088940989537633,9.529515217817856e-07,-1.0763828659866967
"cond cr=0.4 (r10-r1, j=10)",r10-r1,lpips_output,32,0.02306876197690139,0.04646434457390564,0.023395582597004253,0.024500448042005834,0.004331108238152749,0.014562229107493467,0.03222893608651504,5.401754311035794,6.785823768061493e-06,0.9549042759092692
"uncond cr=0.4 (r5-r1, j=10, e30)",r5-r1,psnr_output,32,24.734575140714718,26.958218441115477,2.2236433004007603,4.321940347937582,0.7640183319776027,0.6654176390390849,3.7818689617624357,2.9104580444359636,0.00662694347601295,0.5145011548949019
"uncond cr=0.4 (r5-r1, j=10, e30)",r5-r1,psnr_hole_output,32,16.91044271347618,19.134085984460622,2.2236432709844465,4.321940248402748,0.7640183143821636,0.6654176455089058,3.7818688964599874,2.9104580729620775,0.006626943002797276,0.5145011599376541
"uncond cr=0.4 (r5-r1, j=10, e30)",r5-r1,lpips_output,32,0.03947452799184244,0.028875908144982476,-0.01059861984685996,0.027484451398320724,0.004858610490236168,-0.02050782127249927,-0.0006894184212206545,-2.181409657793906,0.03685933900580452,-0.38562239039297425
"uncond cr=0.5 (r5-r1, j=10, e30)",r5-r1,psnr_output,32,21.278725594734468,22.863324975407714,1.5845993806732466,3.0746235241666358,0.5435217858834772,0.4760793899545055,2.6931193713919876,2.915429375287195,0.0065449567303614955,0.5153799703340088
"uncond cr=0.5 (r5-r1, j=10, e30)",r5-r1,psnr_hole_output,32,15.258125658804076,16.84272500790393,1.5845993490998516,3.074623544663067,0.5435217895067685,0.47607935099135923,2.693119347208344,2.9154292977616088,0.006544958001417641,0.515379956629292
"uncond cr=0.5 (r5-r1, j=10, e30)",r5-r1,lpips_output,32,0.06328106555156406,0.0471645058423746,-0.016116559709189453,0.033321973956611246,0.005890548436810336,-0.02813041245271347,-0.004102706965665432,-2.736003257095087,0.01019799265351067,-0.4836616141101043
